"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/en","Web Site - Windows Update","EN","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/CN","Web Site - Windows Update","CN","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/DE","Web Site - Windows Update","DE","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/JA","Web Site - Windows Update","JA","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/KO","Web Site - Windows Update","KO","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/TW","Web Site - Windows Update","TW","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/FR","Web Site - Windows Update","FR","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/ES","Web Site - Windows Update","ES","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/PTBR","Web Site - Windows Update","BR","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/SV","Web Site - Windows Update","SV","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/IT","Web Site - Windows Update","IT","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/NL","Web Site - Windows Update","NL","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/NO","Web Site - Windows Update","NO","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/DA","Web Site - Windows Update","DA","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/FI","Web Site - Windows Update","FI","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/CS","Web Site - Windows Update","CS","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/HU","Web Site - Windows Update","HU","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/PL","Web Site - Windows Update","PL","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/PT","Web Site - Windows Update","PT","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/RU","Web Site - Windows Update","RU","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/EL","Web Site - Windows Update","EL","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/TR","Web Site - Windows Update","TR","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/SL","Web Site - Windows Update","SL","North America"
"http://www.download.windowsupdate.com/msdownload/update/v3/static/ie55sp1/x86/SK","Web Site - Windows Update","SK","North America"
