"http://mssjus.www.conxion.com/msdownload/ie4/rtw/x86/br/cab","ConXion Corp. California","BR","North America"
"http://mschus.www.conxion.com/msdownload/ie4/rtw/x86/br/cab","ConXion Corp. Chicago","BR","North America"
"http://msvaus.www.conxion.com/msdownload/ie4/rtw/x86/br/cab","ConXion Corp. Washington DC","BR","North America"
"http://207.68.137.45/msdownload/ie4/rtw/x86/br/cab","Microsoft Redmond WA","BR","North America"
"http://207.68.137.46/msdownload/ie4/rtw/x86/br/cab","Microsoft Redmond WA","BR","North America"
"http://200.245.232.249/msdownload/ie4/rtw/x86/br/cab","Brazil - INTERNETCOM","BR","Latin America"
"http://msods.emwac.cz/msdownload/ie4/rtw/x86/br/cab","Czech Republic - EMWAC","BR","Europe"
"http://194.2.28.57/msdownload/ie4/rtw/x86/br/cab","France - Oleane","BR","Europe"
"http://194.25.15.226/msdownload/ie4/rtw/x86/br/cab","Germany - Deutsche Telekom","BR","Europe"
"http://194.159.240.196/msdownload/ie4/rtw/x86/br/cab","UK - Demon Internet","BR","Europe"
"http://mdpau02.ozemail.com.au/msdownload/ie4/rtw/x86/br/cab","Australia - OzEmail","BR","Asia/Australia"
"http://139.134.5.5/msdownload/ie4/rtw/x86/br/cab","Australia - Telstra Big Pond","BR","Asia/Australia"
"http://133.205.10.150/msdownload/ie4/rtw/x86/br/cab","Japan - BIGLOBE","BR","Asia/Australia"
"http://210.130.160.194/msdownload/ie4/rtw/x86/br/cab","Japan - IIJ","BR","Asia/Australia"
"http://202.248.2.252/msdownload/ie4/rtw/x86/br/cab","Japan - INFOWEB","BR","Asia/Australia"
"http://203.183.255.186/msdownload/ie4/rtw/x86/br/cab","Japan - Tokyo Internet","BR","Asia/Australia"
"http://203.252.5.21/msdownload/ie4/rtw/x86/br/cab","Korea - DACOM BORANet","BR","Asia/Australia"
"http://202.27.157.254/msdownload/ie4/rtw/x86/br/cab","New Zealand - XTRA","BR","Asia/Australia"
"http://mssjus.www.conxion.com/msdownload/ie4/rtw/x86/cn/cab","ConXion Corp. California","CN","North America"
