"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/en/","Download Site","EN","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/de/","Download Site","DE","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/fr/","Download Site","FR","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/es/","Download Site","ES","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/it/,"Download Site","IT","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/ptbr/","Download Site","BR","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/nl/","Download Site","NL","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/sv/","Download Site","SV","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/ja/","Download Site","JA","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/ko/","Download Site","KO","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/no","Download Site","NO","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/da/","Download Site","DA","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/zhcn/","Download Site","CN","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/zhtw/","Download Site","TW","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/fi/","Download Site","FI","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/pl/","Download Site","PL","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/hu/","Download Site","HU","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/ar/","Download Site","AR","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/he/","Download Site","HE","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/cs/","Download Site","CS","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/pt/","Download Site","PT","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/ru/","Download Site","RU","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/el/","Download Site","EL","North America"
"http://download.microsoft.com:80/download/IE60/fnlrtw/ie6/W98NT42KMe/tr/","Download Site","TR","North America"
"http://web.archive.org/web/0/http://mssjus.www.conxion.com/download/ie60/install/ie6_pp_refresh/w98nt42kme/en-us/","Download Site (IE 6 PP Refresh)","EN","North America (IE 6 PP Refresh)"
